open,high,low,close,volume,BarATR_TopWick,BarATR_Body,BarATR_BottomWick,RSI_14,STCCI_CCI,STCCI_CCI_MA,STCCI_SuperTrend,STCCI_Trend,n_open,n_high,n_low,n_close,n_volume,3m_open,3m_high,3m_low,3m_close,3m_volume,3m_BarATR_TopWick,3m_BarATR_Body,3m_BarATR_BottomWick,3m_RSI_14,3m_STCCI_CCI,3m_STCCI_CCI_MA,3m_STCCI_SuperTrend,3m_STCCI_Trend,3m_n_open,3m_n_high,3m_n_low,3m_n_close,3m_n_volume,5m_open,5m_high,5m_low,5m_close,5m_volume,5m_BarATR_TopWick,5m_BarATR_Body,5m_BarATR_BottomWick,5m_RSI_14,5m_STCCI_CCI,5m_STCCI_CCI_MA,5m_STCCI_SuperTrend,5m_STCCI_Trend,5m_n_open,5m_n_high,5m_n_low,5m_n_close,5m_n_volume,15m_open,15m_high,15m_low,15m_close,15m_volume,15m_BarATR_TopWick,15m_BarATR_Body,15m_BarATR_BottomWick,15m_RSI_14,15m_STCCI_CCI,15m_STCCI_CCI_MA,15m_STCCI_SuperTrend,15m_STCCI_Trend,15m_n_open,15m_n_high,15m_n_low,15m_n_close,15m_n_volume
66342.96,66389.12,66342.96,66388.49,3.6005,0.016185102913255055,1.1696948184953306,0.0,45.6224193752389,-139.57401497684765,-144.43130056178944,-163.8436356849997,1,0.0,0.0006957784217043184,0.0,0.0006862823123960915,1.526164993240279,66365.87,66376.53,66308.48,66308.48,21.71546,0.12818074505002888,-0.6900837672062545,0.0,35.45102029752803,-161.73672274117683,-132.01115093646112,-131.73232032020982,-1,0.0,0.00016062473075395545,-0.0008647517165072394,-0.0008647517165072394,3.1230457499418245,66365.87,66376.53,66308.48,66342.96,31.1852,0.0949430025851387,-0.2040472973005408,0.30709519035042254,39.96558297190915,-8.893450063326199,25.778376039964712,7.036631140492924,-1,0.0,0.00016062473075395545,-0.0008647517165072394,-0.00034520755924682955,3.471506719560151,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66388.5,66417.95,66388.49,66411.75,3.57896,0.1620972913021614,0.6078648423833906,0.0002614472438989028,48.999863129033564,-125.7000149616359,-140.6416005464132,-155.38908993761103,1,1.5062852010139238e-07,0.00044375162019782977,0.0,0.0003503619377394074,1.521471898105028,66308.48,66389.12,66308.48,66388.49,13.07024,0.007591866630967217,0.9641670621480928,0.0,42.79038690210459,-170.2492723266173,-145.91157235657118,-147.30481929191856,-1,0.0,0.001216134044996986,0.0,0.0012066329977704626,2.6440619285501152,66365.87,66376.53,66308.48,66342.96,31.1852,0.0949430025851387,-0.2040472973005408,0.30709519035042254,39.96558297190915,-8.893450063326199,25.778376039964712,7.036631140492924,-1,0.0,0.00016062473075395545,-0.0008647517165072394,-0.00034520755924682955,3.471506719560151,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66411.75,66411.75,66376.63,66389.32,5.64852,0.0,-0.5898725950292887,0.3337264035187418,46.030789840699846,-116.51142545783324,-135.60955597284914,-147.63998695371595,1,0.0,0.0,-0.0005288220834415158,-0.0003377414388265887,1.8943942735074366,66308.48,66389.12,66308.48,66388.49,13.07024,0.007591866630967217,0.9641670621480928,0.0,42.79038690210459,-170.2492723266173,-145.91157235657118,-147.30481929191856,-1,0.0,0.001216134044996986,0.0,0.0012066329977704626,2.6440619285501152,66365.87,66376.53,66308.48,66342.96,31.1852,0.0949430025851387,-0.2040472973005408,0.30709519035042254,39.96558297190915,-8.893450063326199,25.778376039964712,7.036631140492924,-1,0.0,0.00016062473075395545,-0.0008647517165072394,-0.00034520755924682955,3.471506719560151,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66389.31,66399.91,66386.0,66399.91,1.80929,0.0,0.2919897122602205,0.09117791958303012,47.64383039625897,-107.4219721123375,-129.5566638822791,-139.71786427939628,1,-1.5062663705212032e-07,0.0001595136085141835,-5.000804346255716e-05,0.0001595136085141835,1.0329317823803088,66308.48,66389.12,66308.48,66388.49,13.07024,0.007591866630967217,0.9641670621480928,0.0,42.79038690210459,-170.2492723266173,-145.91157235657118,-147.30481929191856,-1,0.0,0.001216134044996986,0.0,0.0012066329977704626,2.6440619285501152,66365.87,66376.53,66308.48,66342.96,31.1852,0.0949430025851387,-0.2040472973005408,0.30709519035042254,39.96558297190915,-8.893450063326199,25.778376039964712,7.036631140492924,-1,0.0,0.00016062473075395545,-0.0008647517165072394,-0.00034520755924682955,3.471506719560151,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66399.9,66419.51,66399.9,66419.5,4.60717,0.0002848165696573071,0.5582404768209326,0.0,50.586029989263274,-95.17603953783285,-122.02333499967847,-130.66151223025759,1,-1.5060261393529117e-07,0.00029518112298632104,-1.5060261393529117e-07,0.0002950305203726078,1.7240461359257189,66388.5,66417.95,66376.63,66399.91,11.03677,0.22547864508693727,0.14261149337270812,0.1483609488460003,43.773084681247944,-169.11311558091867,-157.08267846350105,-149.054145615997,-1,1.5062852010139238e-07,0.00044375162019782977,-0.0001786454248319247,0.0001720177699477965,2.4879661314639416,66365.87,66376.53,66308.48,66342.96,31.1852,0.0949430025851387,-0.2040472973005408,0.30709519035042254,39.96558297190915,-8.893450063326199,25.778376039964712,7.036631140492924,-1,0.0,0.00016062473075395545,-0.0008647517165072394,-0.00034520755924682955,3.471506719560151,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66419.5,66436.0,66419.5,66433.07,7.15005,0.08673512522639576,0.4017049997698301,0.0,52.57418025916012,-80.74166898434797,-112.81614411665939,-120.49396068814897,1,0.0,0.00024842102093503016,0.0,0.00020430746994493099,2.0980240622032778,66388.5,66417.95,66376.63,66399.91,11.03677,0.22547864508693727,0.14261149337270812,0.1483609488460003,43.773084681247944,-169.11311558091867,-157.08267846350105,-149.054145615997,-1,1.5062852010139238e-07,0.00044375162019782977,-0.0001786454248319247,0.0001720177699477965,2.4879661314639416,66342.96,66419.51,66342.96,66419.5,19.24444,9.113618744997391e-05,0.69755637910747,0.0,45.44796696298358,-19.22083002509047,14.127032779457736,-2.9277546025923087,-1,0.0,0.0011538526469121457,0.0,0.0011537019150185124,3.0078801879506463,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66433.07,66433.08,66419.51,66428.6,4.96569,0.00030923979093805734,-0.13823018662176215,0.28109897011029517,51.834354392294884,-69.01150312946748,-102.75036016299413,-110.5614303453759,1,0.0,1.505274405122492e-07,-0.00020411520948848683,-6.728576595960156e-05,1.7860247236295579,66388.5,66417.95,66376.63,66399.91,11.03677,0.22547864508693727,0.14261149337270812,0.1483609488460003,43.773084681247944,-169.11311558091867,-157.08267846350105,-149.054145615997,-1,1.5062852010139238e-07,0.00044375162019782977,-0.0001786454248319247,0.0001720177699477965,2.4879661314639416,66342.96,66419.51,66342.96,66419.5,19.24444,9.113618744997391e-05,0.69755637910747,0.0,45.44796696298358,-19.22083002509047,14.127032779457736,-2.9277546025923087,-1,0.0,0.0011538526469121457,0.0,0.0011537019150185124,3.0078801879506463,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66428.81,66447.17,66420.98,66420.99,3.37977,0.575579849136933,-0.245154380187708,0.0003134966501486739,50.53066587574227,-58.35580679312315,-92.19308280299373,-100.68985671859616,1,3.1612889628274132e-06,0.0002795482668609406,-0.00011470962808202145,-0.00011455909051227842,1.4769962115940571,66399.9,66436.0,66399.9,66428.6,16.72291,0.09626476921237002,0.37335119951328566,0.0,46.270072073843096,-162.73615707687077,-164.88719480998571,-149.054145615997,-1,-1.5060261393529117e-07,0.000543524833090725,-1.5060261393529117e-07,0.0004320788989020663,2.874858152913068,66342.96,66419.51,66342.96,66419.5,19.24444,9.113618744997391e-05,0.69755637910747,0.0,45.44796696298358,-19.22083002509047,14.127032779457736,-2.9277546025923087,-1,0.0,0.0011538526469121457,0.0,0.0011537019150185124,3.0078801879506463,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66420.99,66420.99,66330.28,66336.19,10.52804,0.0,-2.3490886747482778,0.16371596778030717,38.815318316358415,-64.20953207238229,-84.53398573658666,-100.68985671859616,1,0.0,0.0,-0.0013656827457706466,-0.0012767048488738775,2.4447823285038313,66399.9,66436.0,66399.9,66428.6,16.72291,0.09626476921237002,0.37335119951328566,0.0,46.270072073843096,-162.73615707687077,-164.88719480998571,-149.054145615997,-1,-1.5060261393529117e-07,0.000543524833090725,-1.5060261393529117e-07,0.0004320788989020663,2.874858152913068,66342.96,66419.51,66342.96,66419.5,19.24444,9.113618744997391e-05,0.69755637910747,0.0,45.44796696298358,-19.22083002509047,14.127032779457736,-2.9277546025923087,-1,0.0,0.0011538526469121457,0.0,0.0011537019150185124,3.0078801879506463,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
66336.18,66336.18,66314.23,66329.22,8.86301,0.0,-0.1983518023500831,0.42719734442992324,38.03476512448122,-76.03274051537439,-80.53535454835114,-100.68985671859616,1,-1.5074727699460055e-07,-1.5074727699460055e-07,-0.000331041019992373,-0.00010507085197386523,2.2887913958616393,66399.9,66436.0,66399.9,66428.6,16.72291,0.09626476921237002,0.37335119951328566,0.0,46.270072073843096,-162.73615707687077,-164.88719480998571,-149.054145615997,-1,-1.5060261393529117e-07,0.000543524833090725,-1.5060261393529117e-07,0.0004320788989020663,2.874858152913068,66342.96,66419.51,66342.96,66419.5,19.24444,9.113618744997391e-05,0.69755637910747,0.0,45.44796696298358,-19.22083002509047,14.127032779457736,-2.9277546025923087,-1,0.0,0.0011538526469121457,0.0,0.0011537019150185124,3.0078801879506463,66450.01,66478.3,66349.69,66365.87,90.00273,0.11500117050823605,-0.34203600164581577,0.06577302717645529,49.68086146185108,100.07835817280862,97.73402511015922,89.08896999545303,1,0.0,0.00042573357024333625,-0.0015097063190809834,-0.001266215008846494,4.510889506066859
